BridgeID,ClientID,StylistID,IsPreferredStylist,FirstVisitDate,LastVisitDate,VisitCount,TotalSpend_GBP
BCS001452,CL1744,STY054,Yes,2024-01-01,2024-10-21,7,662.35
BCS001453,CL1295,STY029,Yes,2022-10-18,2022-11-29,1,525.83
BCS001454,CL1295,STY022,No,2022-11-20,2023-05-07,4,301.09
BCS001455,CL1295,STY005,No,2021-07-09,2021-11-12,3,602.65
BCS001456,CL0613,STY063,Yes,2023-01-12,2023-12-14,8,748.25
BCS001457,CL0613,STY039,No,2023-11-02,2024-03-07,3,559.85
BCS001458,CL0650,STY061,Yes,2024-06-23,2025-01-19,5,603.26
BCS001459,CL0280,STY044,Yes,2022-03-19,2022-11-26,6,428.44
BCS001460,CL2438,STY051,Yes,2022-01-08,2022-08-06,5,162.81
BCS001461,CL0993,STY021,Yes,2022-10-25,2023-01-17,2,432.3
BCS001462,CL1913,STY064,Yes,2022-09-03,2023-05-13,6,97.64
BCS001463,CL1428,STY006,Yes,2021-11-14,2022-03-20,3,664.87
BCS001464,CL1428,STY025,No,2020-05-04,2020-09-07,3,425.28
BCS001465,CL1428,STY040,No,2021-01-02,2021-10-23,7,556.65
BCS001466,CL2378,STY008,Yes,2024-09-26,2025-07-17,7,595.79
BCS001467,CL2378,STY028,No,2021-06-07,2022-02-14,6,224.73
BCS001468,CL2378,STY017,No,2022-01-30,2023-01-01,8,263.12
BCS001469,CL1583,STY005,Yes,2022-08-03,2023-03-01,5,680.55
BCS001470,CL1904,STY049,Yes,2021-04-10,2021-12-18,6,160.34
BCS001471,CL2893,STY019,Yes,2023-08-18,2023-12-22,3,300.18
BCS001472,CL0437,STY062,Yes,2022-01-23,2022-04-17,2,189.48
BCS001473,CL1987,STY026,Yes,2024-04-05,2024-05-17,1,141.7
BCS001474,CL1987,STY062,No,2024-06-23,2025-03-02,6,729.62
BCS001475,CL2566,STY052,Yes,2023-05-14,2023-10-29,4,241.56
BCS001476,CL2566,STY053,No,2022-10-05,2023-07-26,7,269.06
BCS001477,CL0976,STY017,Yes,2021-12-27,2022-10-17,7,215.3
BCS001478,CL0976,STY020,No,2024-04-27,2024-10-12,4,446.34
BCS001479,CL0976,STY069,No,2024-05-29,2024-11-13,4,470.46
BCS001480,CL2653,STY044,Yes,2024-03-17,2024-09-01,4,172.02
BCS001481,CL1045,STY030,Yes,2024-01-09,2024-12-10,8,717.54
BCS001482,CL2373,STY007,Yes,2023-01-17,2023-08-15,5,202.64
BCS001483,CL2373,STY001,No,2021-03-01,2021-09-27,5,801.38
BCS001484,CL1006,STY058,Yes,2020-01-23,2020-08-20,5,244.12
BCS001485,CL0780,STY026,Yes,2023-10-30,2024-01-22,2,572.35
BCS001486,CL2757,STY066,Yes,2021-03-07,2021-10-03,5,372.19
BCS001487,CL2564,STY011,Yes,2022-01-07,2022-12-09,8,767.59
BCS001488,CL2564,STY017,No,2023-07-05,2023-08-16,1,298.38
BCS001489,CL0878,STY013,Yes,2023-04-28,2024-01-05,6,663.32
BCS001490,CL2602,STY015,Yes,2022-05-12,2023-03-02,7,502.97
BCS001491,CL2602,STY062,No,2023-08-29,2024-06-18,7,318.32
BCS001492,CL2796,STY046,Yes,2021-09-11,2022-01-15,3,167.37
BCS001493,CL2796,STY040,No,2022-09-29,2023-03-16,4,444.99
BCS001494,CL0147,STY056,Yes,2020-03-02,2020-11-09,6,250.73
BCS001495,CL0147,STY038,No,2020-10-24,2021-09-25,8,244.66
BCS001496,CL0490,STY055,Yes,2022-01-12,2022-06-29,4,293.62
BCS001497,CL0490,STY067,No,2020-09-28,2021-03-15,4,574.92
BCS001498,CL0490,STY068,No,2023-03-17,2023-04-28,1,261.82
BCS001499,CL1135,STY060,Yes,2023-10-18,2024-04-03,4,606.68
BCS001500,CL1616,STY048,Yes,2020-02-16,2020-08-02,4,219.56
BCS001501,CL2126,STY048,Yes,2024-03-31,2025-01-19,7,822.78
BCS001502,CL0164,STY011,Yes,2020-09-18,2021-05-28,6,103.82
BCS001503,CL0164,STY004,No,2022-06-11,2023-04-01,7,757.1
BCS001504,CL0077,STY068,Yes,2023-07-30,2023-09-10,1,399.47
BCS001505,CL0077,STY052,No,2022-07-26,2023-01-10,4,842.8
BCS001506,CL1881,STY061,Yes,2020-07-10,2021-02-05,5,720.77
BCS001507,CL1305,STY069,Yes,2022-05-27,2022-11-11,4,202.46
BCS001508,CL1023,STY012,Yes,2024-02-05,2024-03-18,1,269.49
BCS001509,CL2258,STY040,Yes,2020-10-27,2021-09-28,8,382.76
BCS001510,CL2577,STY042,Yes,2021-12-22,2022-10-12,7,277.72
BCS001511,CL1988,STY038,Yes,2023-03-19,2024-01-07,7,267.03
BCS001512,CL1988,STY027,No,2023-05-21,2023-12-17,5,559.39
BCS001513,CL0228,STY037,Yes,2023-02-13,2023-10-23,6,336.89
BCS001514,CL0228,STY001,No,2024-03-03,2024-09-29,5,408.14
BCS001515,CL0228,STY026,No,2022-06-10,2023-02-17,6,244.78
BCS001516,CL2849,STY066,Yes,2022-10-01,2023-03-18,4,118.64
BCS001517,CL0777,STY012,Yes,2020-02-02,2020-06-07,3,650.91
BCS001518,CL0251,STY027,Yes,2023-10-30,2024-03-04,3,359.95
BCS001519,CL0251,STY049,No,2022-03-10,2023-02-09,8,249.69
BCS001520,CL0251,STY029,No,2023-12-13,2024-04-17,3,223.36
BCS001521,CL1603,STY037,Yes,2022-07-14,2023-02-09,5,521.03
BCS001522,CL1603,STY065,No,2023-05-10,2023-08-02,2,416.69
BCS001523,CL2659,STY013,Yes,2023-04-03,2023-06-26,2,120.21
BCS001524,CL0587,STY071,Yes,2022-11-29,2023-09-19,7,394.23
BCS001525,CL0347,STY003,Yes,2024-10-24,2025-02-27,3,407.08
BCS001526,CL0347,STY057,No,2021-09-15,2022-08-17,8,679.03
BCS001527,CL0347,STY027,No,2023-02-16,2023-08-03,4,596.68
BCS001528,CL0511,STY047,Yes,2023-07-14,2024-02-09,5,163.98
BCS001529,CL1314,STY008,Yes,2022-10-12,2023-01-04,2,788.44
BCS001530,CL1314,STY003,No,2021-08-22,2022-05-01,6,577.07
BCS001531,CL1314,STY026,No,2023-02-19,2023-05-14,2,105.93
BCS001532,CL0311,STY063,Yes,2024-07-26,2025-01-10,4,635.41
BCS001533,CL0244,STY074,Yes,2024-09-06,2025-04-04,5,287.48
BCS001534,CL2353,STY028,Yes,2023-11-11,2024-04-27,4,502.37
BCS001535,CL0582,STY008,Yes,2020-09-24,2020-11-05,1,592.68
BCS001536,CL0582,STY042,No,2022-03-07,2022-12-26,7,355.3
BCS001537,CL2553,STY071,Yes,2023-01-15,2023-08-13,5,653.81
BCS001538,CL2553,STY025,No,2022-06-25,2022-09-17,2,543.03
BCS001539,CL2553,STY057,No,2024-03-23,2024-09-07,4,832.38
BCS001540,CL2720,STY034,Yes,2021-12-27,2022-02-07,1,552.7
BCS001541,CL0156,STY041,Yes,2023-06-21,2023-12-06,4,475.04
BCS001542,CL2765,STY042,Yes,2020-04-28,2020-09-01,3,276.01
BCS001543,CL0487,STY074,Yes,2023-08-13,2024-06-02,7,306.72
BCS001544,CL0169,STY022,Yes,2021-03-31,2021-10-27,5,679.77
BCS001545,CL0169,STY034,No,2021-04-20,2021-12-28,6,284.61
BCS001546,CL2158,STY043,Yes,2020-12-28,2021-03-22,2,235.93
BCS001547,CL0688,STY046,Yes,2022-03-07,2022-04-18,1,716.02
BCS001548,CL0447,STY009,Yes,2020-01-11,2020-02-22,1,253.23
BCS001549,CL2689,STY054,Yes,2022-02-20,2022-12-11,7,95.52
BCS001550,CL2689,STY038,No,2021-09-05,2021-10-17,1,255.01
BCS001551,CL2665,STY057,Yes,2021-07-19,2022-06-20,8,419.89
BCS001552,CL2069,STY016,Yes,2020-06-15,2020-10-19,3,228.95
BCS001553,CL2069,STY011,No,2024-07-21,2025-03-30,6,128.43
BCS001554,CL2069,STY055,No,2024-03-25,2024-09-09,4,643.9
BCS001555,CL2333,STY052,Yes,2021-12-20,2022-10-10,7,631.17
BCS001556,CL2333,STY041,No,2023-12-27,2024-03-20,2,577.05
BCS001557,CL1359,STY006,Yes,2021-10-04,2022-03-21,4,257.22
BCS001558,CL1359,STY039,No,2022-02-02,2022-06-08,3,733.04
BCS001559,CL1359,STY016,No,2022-05-01,2023-02-19,7,95.96
BCS001560,CL2338,STY066,Yes,2021-10-08,2021-11-19,1,673.65
BCS001561,CL2338,STY041,No,2020-02-23,2020-06-28,3,537.52
BCS001562,CL1356,STY062,Yes,2024-06-05,2024-07-17,1,174.98
BCS001563,CL1356,STY025,No,2024-11-28,2025-01-09,1,146.78
BCS001564,CL2550,STY046,Yes,2020-07-12,2020-10-04,2,782.97
BCS001565,CL2550,STY060,No,2023-02-18,2023-04-01,1,385.5
BCS001566,CL2480,STY012,Yes,2024-04-27,2024-07-20,2,238.22
BCS001567,CL2480,STY038,No,2022-04-01,2022-12-09,6,122.32
BCS001568,CL2480,STY073,No,2021-12-30,2022-09-08,6,186.21
BCS001569,CL2421,STY029,Yes,2024-09-02,2025-06-23,7,496.85
BCS001570,CL2059,STY056,Yes,2024-06-16,2025-05-18,8,152.99
BCS001571,CL1123,STY002,Yes,2023-08-07,2024-03-04,5,555.79
BCS001572,CL0519,STY027,Yes,2023-12-19,2024-04-23,3,662.17
BCS001573,CL1668,STY072,Yes,2022-10-01,2022-12-24,2,548.12
BCS001574,CL1668,STY047,No,2020-06-20,2020-10-24,3,821.94
BCS001575,CL1668,STY003,No,2021-03-26,2021-09-10,4,708.65
BCS001576,CL0706,STY025,Yes,2021-07-26,2022-04-04,6,218.21
BCS001577,CL0691,STY073,Yes,2024-11-19,2025-06-17,5,126.22
BCS001578,CL2797,STY028,Yes,2022-09-05,2022-11-28,2,801.4
BCS001579,CL2050,STY047,Yes,2022-12-05,2023-08-14,6,385.94
BCS001580,CL0360,STY033,Yes,2020-01-15,2020-11-04,7,396.57
BCS001581,CL0360,STY070,No,2020-05-19,2020-09-22,3,778.36
BCS001582,CL2349,STY017,Yes,2023-08-23,2024-02-07,4,787.22
BCS001583,CL2349,STY005,No,2022-03-06,2022-11-13,6,807.11
BCS001584,CL2884,STY063,Yes,2023-10-11,2024-01-03,2,221.85
BCS001585,CL1018,STY056,Yes,2020-04-08,2020-07-01,2,504.24
BCS001586,CL2293,STY017,Yes,2024-11-26,2025-05-13,4,242.73
BCS001587,CL2293,STY030,No,2021-01-07,2021-09-16,6,364.67
BCS001588,CL2081,STY066,Yes,2023-04-04,2023-08-08,3,139.97
BCS001589,CL2081,STY064,No,2024-06-01,2024-10-05,3,261.98
BCS001590,CL1830,STY044,Yes,2023-02-10,2023-05-05,2,733.59
BCS001591,CL1830,STY056,No,2023-04-08,2024-01-27,7,573.12
BCS001592,CL2032,STY052,Yes,2024-10-27,2024-12-08,1,825.0
BCS001593,CL0005,STY045,Yes,2020-11-30,2021-02-22,2,144.15
BCS001594,CL0285,STY028,Yes,2020-01-13,2020-04-06,2,400.74
BCS001595,CL0285,STY055,No,2021-07-15,2021-10-07,2,805.78
BCS001596,CL1297,STY002,Yes,2021-06-06,2022-03-27,7,729.08
BCS001597,CL1297,STY033,No,2024-11-29,2025-02-21,2,617.3
BCS001598,CL0745,STY014,Yes,2021-06-09,2021-07-21,1,702.35
BCS001599,CL0580,STY031,Yes,2021-07-13,2022-05-03,7,520.76
BCS001600,CL2707,STY073,Yes,2024-11-27,2025-08-06,6,117.53
BCS001601,CL1476,STY043,Yes,2024-08-24,2024-10-05,1,407.55
BCS001602,CL2280,STY059,Yes,2021-06-21,2022-02-28,6,395.77
BCS001603,CL0134,STY029,Yes,2023-11-02,2024-07-11,6,526.48
BCS001604,CL1914,STY034,Yes,2020-10-17,2021-05-15,5,154.02
BCS001605,CL1450,STY003,Yes,2021-08-17,2022-04-26,6,438.0
BCS001606,CL2271,STY057,Yes,2021-01-01,2021-09-10,6,735.22
BCS001607,CL2271,STY056,No,2023-10-13,2024-05-10,5,437.88
BCS001608,CL2090,STY011,Yes,2021-02-03,2021-03-17,1,167.27
BCS001609,CL2090,STY045,No,2024-10-20,2025-05-18,5,469.0
BCS001610,CL2435,STY052,Yes,2020-09-09,2021-08-11,8,841.87
BCS001611,CL2549,STY049,Yes,2021-10-17,2021-11-28,1,196.74
BCS001612,CL2549,STY067,No,2024-05-21,2025-03-11,7,192.76
BCS001613,CL1444,STY050,Yes,2020-09-04,2021-06-25,7,387.14
BCS001614,CL1444,STY011,No,2024-04-23,2025-02-11,7,423.72
BCS001615,CL2359,STY040,Yes,2020-09-18,2021-04-16,5,704.97
BCS001616,CL2359,STY067,No,2022-03-30,2023-01-18,7,459.75
BCS001617,CL2409,STY051,Yes,2022-01-26,2022-11-16,7,213.84
BCS001618,CL1067,STY063,Yes,2024-08-09,2025-03-07,5,128.83
BCS001619,CL2551,STY047,Yes,2024-08-10,2025-07-12,8,813.64
BCS001620,CL1874,STY019,Yes,2021-10-22,2022-02-25,3,301.5
BCS001621,CL1864,STY044,Yes,2024-08-29,2024-10-10,1,95.52
BCS001622,CL1864,STY020,No,2021-10-19,2022-05-17,5,548.15
BCS001623,CL1864,STY050,No,2024-12-04,2025-02-26,2,436.73
BCS001624,CL0736,STY008,Yes,2021-11-26,2022-04-01,3,101.23
BCS001625,CL0873,STY030,Yes,2021-11-07,2022-04-24,4,674.49
BCS001626,CL2418,STY016,Yes,2022-11-20,2023-06-18,5,375.46
BCS001627,CL2083,STY043,Yes,2023-06-08,2023-11-23,4,312.56
BCS001628,CL0579,STY020,Yes,2020-09-16,2020-12-09,2,100.0
BCS001629,CL1038,STY019,Yes,2024-12-03,2025-07-01,5,786.89
BCS001630,CL1168,STY029,Yes,2024-06-11,2025-01-07,5,781.12
BCS001631,CL1168,STY014,No,2023-08-05,2023-10-28,2,307.18
BCS001632,CL1225,STY069,Yes,2024-06-05,2025-05-07,8,481.56
BCS001633,CL0453,STY026,Yes,2023-10-26,2024-09-26,8,756.34
BCS001634,CL2215,STY070,Yes,2020-11-05,2021-06-03,5,129.07
BCS001635,CL0063,STY015,Yes,2022-05-24,2022-09-27,3,267.2
BCS001636,CL2419,STY073,Yes,2024-11-07,2025-01-30,2,474.2
BCS001637,CL0218,STY006,Yes,2022-02-23,2022-06-29,3,745.44
BCS001638,CL0218,STY073,No,2020-11-29,2021-09-19,7,354.57
BCS001639,CL1211,STY056,Yes,2024-07-18,2025-01-02,4,607.86
BCS001640,CL1288,STY061,Yes,2022-07-13,2023-02-08,5,681.11
BCS001641,CL2584,STY017,Yes,2021-03-12,2021-10-08,5,474.21
BCS001642,CL2584,STY054,No,2022-12-27,2023-05-02,3,242.54
BCS001643,CL1497,STY064,Yes,2021-10-06,2022-05-04,5,318.05
BCS001644,CL1497,STY020,No,2021-01-15,2021-05-21,3,577.74
BCS001645,CL0698,STY015,Yes,2020-05-18,2021-04-19,8,827.35
BCS001646,CL2114,STY024,Yes,2020-02-21,2020-10-30,6,129.78
BCS001647,CL2114,STY071,No,2021-05-26,2021-12-22,5,348.99
BCS001648,CL0925,STY068,Yes,2021-01-17,2021-12-19,8,214.92
BCS001649,CL2321,STY057,Yes,2022-06-10,2023-03-31,7,785.89
BCS001650,CL2321,STY051,No,2023-12-22,2024-02-02,1,496.87
BCS001651,CL2321,STY061,No,2023-01-11,2023-12-13,8,320.92
BCS001652,CL1974,STY065,Yes,2020-06-10,2020-10-14,3,136.99
BCS001653,CL1974,STY058,No,2022-08-25,2023-05-04,6,251.74
BCS001654,CL1879,STY028,Yes,2023-02-11,2023-10-21,6,551.15
BCS001655,CL1879,STY050,No,2020-07-29,2021-04-07,6,681.74
BCS001656,CL0824,STY051,Yes,2020-07-14,2020-08-25,1,457.98
BCS001657,CL0824,STY017,No,2021-08-28,2021-11-20,2,288.98
BCS001658,CL0427,STY029,Yes,2020-02-01,2020-11-21,7,156.62
BCS001659,CL0427,STY001,No,2021-08-09,2022-04-18,6,202.46
BCS001660,CL0427,STY016,No,2024-06-02,2025-03-23,7,798.19
BCS001661,CL2555,STY060,Yes,2021-09-30,2022-04-28,5,798.34
BCS001662,CL0746,STY062,Yes,2020-07-17,2020-10-09,2,611.06
BCS001663,CL2721,STY030,Yes,2024-08-03,2025-01-18,4,764.81
BCS001664,CL1034,STY058,Yes,2023-06-28,2024-04-17,7,730.71
BCS001665,CL1034,STY022,No,2022-08-15,2022-09-26,1,164.64
BCS001666,CL0607,STY027,Yes,2021-04-08,2021-11-04,5,322.65
BCS001667,CL0607,STY039,No,2023-05-13,2024-04-13,8,370.04
BCS001668,CL2963,STY046,Yes,2024-01-08,2024-10-28,7,568.31
BCS001669,CL2963,STY071,No,2024-02-11,2024-05-05,2,727.59
BCS001670,CL0299,STY052,Yes,2020-04-19,2020-08-23,3,182.28
BCS001671,CL1745,STY020,Yes,2022-10-19,2023-05-17,5,259.1
BCS001672,CL2305,STY029,Yes,2022-11-20,2023-03-26,3,465.74
BCS001673,CL2152,STY006,Yes,2021-03-07,2021-08-22,4,183.73
BCS001674,CL1307,STY030,Yes,2024-11-18,2025-07-28,6,294.35
BCS001675,CL1484,STY057,Yes,2020-01-29,2020-08-26,5,435.1
BCS001676,CL0177,STY040,Yes,2021-03-23,2022-01-11,7,514.46
BCS001677,CL0177,STY068,No,2021-09-26,2022-08-28,8,451.06
BCS001678,CL2786,STY033,Yes,2022-07-29,2022-09-09,1,261.99
BCS001679,CL2786,STY001,No,2022-02-27,2022-12-18,7,744.02
BCS001680,CL2631,STY046,Yes,2020-01-08,2020-12-09,8,380.11
BCS001681,CL2631,STY052,No,2024-01-08,2024-05-13,3,217.35
BCS001682,CL2631,STY002,No,2023-01-30,2023-06-05,3,185.71
BCS001683,CL0799,STY069,Yes,2023-04-04,2023-09-19,4,743.33
BCS001684,CL0799,STY017,No,2022-10-28,2023-08-18,7,748.23
BCS001685,CL0799,STY016,No,2023-01-05,2023-05-11,3,457.97
BCS001686,CL0828,STY057,Yes,2022-05-23,2022-12-19,5,629.78
BCS001687,CL0828,STY018,No,2021-03-17,2021-09-01,4,244.16
BCS001688,CL2565,STY039,Yes,2024-01-18,2024-09-26,6,581.1
BCS001689,CL1558,STY056,Yes,2023-09-18,2023-10-30,1,774.6
BCS001690,CL1558,STY073,No,2022-04-01,2023-01-20,7,119.51
BCS001691,CL1558,STY022,No,2021-07-13,2022-03-22,6,841.35
BCS001692,CL1339,STY026,Yes,2021-05-31,2021-12-27,5,250.22
BCS001693,CL0741,STY036,Yes,2023-03-30,2023-06-22,2,179.91
BCS001694,CL2683,STY040,Yes,2024-10-27,2025-08-17,7,360.37
BCS001695,CL0752,STY034,Yes,2021-01-06,2021-03-31,2,116.96
BCS001696,CL2691,STY031,Yes,2022-08-15,2022-11-07,2,452.75
BCS001697,CL0531,STY040,Yes,2023-12-25,2024-06-10,4,690.91
BCS001698,CL0531,STY072,No,2021-05-31,2021-08-23,2,157.79
BCS001699,CL2174,STY044,Yes,2023-04-01,2023-12-09,6,793.92
BCS001700,CL1790,STY071,Yes,2023-03-18,2023-10-14,5,221.02
BCS001701,CL1790,STY048,No,2023-06-29,2023-12-14,4,472.23
BCS001702,CL2204,STY014,Yes,2024-04-11,2025-01-30,7,241.03
BCS001703,CL2204,STY027,No,2023-11-12,2024-09-01,7,349.02
BCS001704,CL2025,STY063,Yes,2022-03-29,2023-02-28,8,417.89
BCS001705,CL2169,STY063,Yes,2022-01-19,2022-07-06,4,367.46
BCS001706,CL1909,STY010,Yes,2021-03-03,2021-09-29,5,162.42
BCS001707,CL0088,STY010,Yes,2023-04-12,2023-12-20,6,261.14
BCS001708,CL0170,STY072,Yes,2023-01-26,2023-08-24,5,230.26
BCS001709,CL0170,STY004,No,2024-05-30,2025-05-01,8,740.5
BCS001710,CL2705,STY002,Yes,2023-10-23,2024-09-23,8,736.39
BCS001711,CL1760,STY004,Yes,2020-03-08,2020-05-31,2,151.62
BCS001712,CL1340,STY014,Yes,2021-11-15,2022-06-13,5,491.9
BCS001713,CL0563,STY037,Yes,2021-01-10,2021-06-27,4,406.59
BCS001714,CL2921,STY021,Yes,2024-04-01,2024-06-24,2,292.47
BCS001715,CL2127,STY002,Yes,2020-06-27,2020-08-08,1,747.33
BCS001716,CL0456,STY051,Yes,2020-07-18,2021-05-08,7,681.89
BCS001717,CL2542,STY033,Yes,2021-09-30,2021-12-23,2,353.68
BCS001718,CL2542,STY059,No,2022-09-12,2023-02-27,4,495.39
BCS001719,CL2542,STY003,No,2020-02-24,2020-12-14,7,437.91
BCS001720,CL1677,STY049,Yes,2022-03-03,2023-02-02,8,232.04
BCS001721,CL1677,STY060,No,2020-03-15,2021-01-03,7,184.22
BCS001722,CL1677,STY030,No,2024-06-28,2024-11-01,3,670.06
BCS001723,CL0775,STY056,Yes,2021-09-17,2022-03-04,4,604.34
BCS001724,CL2713,STY066,Yes,2024-06-23,2025-04-13,7,523.55
BCS001725,CL2246,STY021,Yes,2021-06-30,2022-03-09,6,563.44
BCS001726,CL0863,STY047,Yes,2022-01-11,2022-12-13,8,561.64
BCS001727,CL1764,STY063,Yes,2022-08-14,2022-09-25,1,184.5
BCS001728,CL0369,STY040,Yes,2024-09-03,2025-08-05,8,605.33
BCS001729,CL0369,STY013,No,2021-02-25,2021-07-01,3,646.27
BCS001730,CL0534,STY001,Yes,2022-11-06,2023-07-16,6,401.76
BCS001731,CL0534,STY055,No,2023-02-04,2023-11-25,7,664.52
BCS001732,CL0083,STY068,Yes,2021-12-03,2022-11-04,8,246.35
BCS001733,CL2220,STY049,Yes,2022-09-07,2023-04-05,5,721.1
BCS001734,CL1435,STY025,Yes,2021-07-10,2022-06-11,8,133.55
BCS001735,CL1435,STY053,No,2022-02-22,2022-08-09,4,208.54
BCS001736,CL1435,STY036,No,2022-03-21,2023-02-20,8,591.68
BCS001737,CL2361,STY045,Yes,2024-07-13,2025-02-08,5,650.19
BCS001738,CL2361,STY051,No,2022-11-27,2023-10-29,8,590.15
BCS001739,CL2844,STY034,Yes,2024-08-04,2025-03-02,5,829.2
BCS001740,CL1903,STY045,Yes,2024-09-20,2025-03-07,4,302.68
BCS001741,CL1903,STY046,No,2022-06-26,2023-01-22,5,746.97
BCS001742,CL1655,STY017,Yes,2020-02-18,2020-10-27,6,277.21
BCS001743,CL1655,STY033,No,2022-10-11,2023-02-14,3,548.39
BCS001744,CL2827,STY035,Yes,2023-10-23,2024-08-12,7,332.69
BCS001745,CL1796,STY034,Yes,2021-11-12,2021-12-24,1,273.95
BCS001746,CL1865,STY045,Yes,2023-02-08,2023-03-22,1,678.5
BCS001747,CL1865,STY036,No,2022-09-14,2022-10-26,1,377.82
BCS001748,CL0008,STY026,Yes,2024-02-02,2024-10-11,6,793.31
BCS001749,CL1895,STY024,Yes,2024-01-17,2024-04-10,2,281.99
BCS001750,CL1665,STY039,Yes,2020-03-28,2020-10-24,5,707.62
BCS001751,CL1665,STY068,No,2020-02-29,2021-01-30,8,262.17
BCS001752,CL0844,STY036,Yes,2020-06-27,2021-03-06,6,95.99
BCS001753,CL0838,STY028,Yes,2024-07-18,2025-02-13,5,728.02
BCS001754,CL0838,STY023,No,2021-10-05,2021-12-28,2,129.65
BCS001755,CL1109,STY019,Yes,2022-01-09,2022-06-26,4,751.36
BCS001756,CL1109,STY053,No,2022-07-14,2023-05-04,7,250.51
BCS001757,CL1228,STY051,Yes,2021-07-29,2022-05-19,7,296.19
BCS001758,CL1228,STY060,No,2024-06-03,2025-03-24,7,747.15
BCS001759,CL0121,STY032,Yes,2024-10-08,2025-02-11,3,777.09
BCS001760,CL0121,STY028,No,2021-02-06,2022-01-08,8,294.66
BCS001761,CL1377,STY019,Yes,2024-05-21,2024-07-02,1,630.08
BCS001762,CL0557,STY037,Yes,2020-04-19,2020-07-12,2,110.97
BCS001763,CL0557,STY009,No,2023-07-10,2024-06-10,8,424.34
BCS001764,CL1648,STY069,Yes,2020-08-13,2021-04-22,6,181.81
BCS001765,CL1556,STY067,Yes,2021-06-21,2022-05-23,8,454.21
BCS001766,CL0206,STY026,Yes,2021-02-06,2021-07-24,4,746.6
BCS001767,CL0206,STY067,No,2020-02-14,2020-12-04,7,160.83
BCS001768,CL0996,STY042,Yes,2022-07-04,2023-03-13,6,298.54
BCS001769,CL0278,STY068,Yes,2020-02-16,2020-10-25,6,599.85
BCS001770,CL0278,STY027,No,2024-04-22,2024-08-26,3,404.47
BCS001771,CL0278,STY044,No,2021-01-15,2021-12-17,8,116.89
BCS001772,CL1099,STY068,Yes,2022-08-21,2023-04-30,6,421.7
BCS001773,CL0289,STY062,Yes,2020-06-23,2020-09-15,2,805.79
BCS001774,CL0016,STY031,Yes,2024-01-12,2024-11-01,7,791.44
BCS001775,CL0967,STY073,Yes,2020-09-17,2021-03-04,4,466.45
BCS001776,CL0967,STY015,No,2021-06-03,2022-02-10,6,546.66
BCS001777,CL0835,STY039,Yes,2023-10-08,2023-12-31,2,623.41
BCS001778,CL2810,STY032,Yes,2022-10-22,2023-09-23,8,101.78
BCS001779,CL2810,STY064,No,2023-11-21,2024-01-02,1,464.41
BCS001780,CL2810,STY053,No,2020-05-15,2020-06-26,1,569.12
BCS001781,CL2478,STY047,Yes,2020-03-02,2020-12-21,7,296.83
BCS001782,CL2478,STY016,No,2022-10-12,2022-11-23,1,824.04
BCS001783,CL1028,STY069,Yes,2023-10-26,2024-05-23,5,428.23
BCS001784,CL1475,STY066,Yes,2024-07-07,2024-08-18,1,267.14
BCS001785,CL1475,STY026,No,2022-11-25,2023-08-04,6,444.14
BCS001786,CL1868,STY043,Yes,2023-09-13,2024-04-10,5,616.03
BCS001787,CL0250,STY038,Yes,2024-12-02,2025-06-30,5,563.24
BCS001788,CL0720,STY066,Yes,2020-04-28,2020-06-09,1,237.8
BCS001789,CL1783,STY071,Yes,2021-05-16,2022-03-06,7,701.71
BCS001790,CL1783,STY065,No,2021-06-08,2021-11-23,4,653.21
BCS001791,CL1624,STY064,Yes,2024-03-04,2024-11-11,6,658.32
BCS001792,CL1351,STY035,Yes,2021-06-18,2022-01-14,5,766.01
BCS001793,CL0331,STY074,Yes,2021-10-08,2022-03-25,4,113.09
BCS001794,CL0287,STY005,Yes,2022-06-11,2022-07-23,1,732.78
BCS001795,CL0287,STY060,No,2024-08-16,2025-04-25,6,211.66
BCS001796,CL0287,STY048,No,2023-06-22,2023-08-03,1,188.77
BCS001797,CL2945,STY027,Yes,2024-09-02,2024-10-14,1,773.69
BCS001798,CL0293,STY052,Yes,2021-02-05,2021-07-23,4,111.1
BCS001799,CL0293,STY049,No,2023-05-14,2023-09-17,3,782.24
BCS001800,CL2881,STY052,Yes,2021-12-23,2022-07-21,5,826.64
BCS001801,CL0304,STY004,Yes,2024-07-03,2025-03-12,6,302.76
BCS001802,CL0304,STY057,No,2024-06-15,2024-07-27,1,702.25
BCS001803,CL0304,STY016,No,2023-10-30,2024-09-30,8,252.4
BCS001804,CL2733,STY016,Yes,2020-10-25,2021-07-04,6,257.33
BCS001805,CL0359,STY042,Yes,2020-01-09,2020-02-20,1,315.62
BCS001806,CL2182,STY069,Yes,2020-10-13,2020-11-24,1,667.34
BCS001807,CL2450,STY050,Yes,2020-09-15,2020-10-27,1,322.22
BCS001808,CL2450,STY067,No,2024-11-25,2025-02-17,2,685.23
BCS001809,CL2002,STY031,Yes,2020-04-24,2021-01-01,6,319.48
BCS001810,CL0027,STY058,Yes,2021-03-21,2021-11-28,6,429.82
BCS001811,CL1098,STY058,Yes,2023-04-16,2023-08-20,3,299.53
BCS001812,CL1098,STY027,No,2024-01-07,2024-09-15,6,576.75
BCS001813,CL2171,STY068,Yes,2024-08-26,2024-11-18,2,377.93
BCS001814,CL0965,STY021,Yes,2022-09-22,2023-01-26,3,743.97
