ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL1523,CS08,STY037,Corporate,25-34,2020-10-17,No,Yes
CL1524,CS02,STY027,Word of Mouth,55-64,2024-09-12,No,Yes
CL1525,CS08,STY010,Friend Referral,35-44,2022-09-23,Yes,No
CL1526,CS07,STY021,Instagram,35-44,2022-07-12,Yes,Yes
CL1527,CS01,STY005,Corporate,45-54,2023-07-16,Yes,Yes
CL1528,CS06,STY001,Facebook,45-54,2023-01-24,Yes,No
CL1529,CS12,STY004,Instagram,25-34,2023-05-26,Yes,No
CL1530,CS09,STY015,Friend Referral,25-34,2022-01-17,Yes,Yes
CL1531,CS06,STY017,Word of Mouth,25-34,2023-11-17,No,Yes
CL1532,CS08,STY071,Word of Mouth,25-34,2023-12-21,No,Yes
CL1533,CS12,STY025,Friend Referral,35-44,2022-03-30,No,Yes
CL1534,CS04,STY051,Friend Referral,55-64,2021-07-29,Yes,No
CL1535,CS10,STY063,Instagram,45-54,2024-01-18,No,Yes
CL1536,CS07,STY014,Google Search,25-34,2021-10-14,No,Yes
CL1537,CS04,STY009,Google Search,35-44,2023-07-19,No,Yes
CL1538,CS01,STY038,Return Client,25-34,2022-04-19,No,Yes
CL1539,CS01,STY024,Word of Mouth,55-64,2022-05-29,No,Yes
CL1540,CS02,STY041,Word of Mouth,35-44,2020-10-24,Yes,Yes
CL1541,CS06,STY060,Friend Referral,45-54,2021-03-13,No,Yes
CL1542,CS09,STY068,Word of Mouth,25-34,2021-03-10,Yes,Yes
CL1543,CS09,STY010,Instagram,45-54,2024-07-11,No,No
CL1544,CS07,STY007,Instagram,35-44,2021-02-07,No,Yes
CL1545,CS01,STY058,YouTube,35-44,2020-09-11,Yes,No
CL1546,CS06,STY037,Google Search,25-34,2020-02-13,Yes,No
CL1547,CS10,STY017,YouTube,55-64,2021-08-05,No,Yes
CL1548,CS09,STY003,Corporate,18-24,2023-08-13,Yes,Yes
CL1549,CS02,STY036,Friend Referral,35-44,2021-09-08,No,Yes
CL1550,CS07,STY007,Word of Mouth,45-54,2022-10-08,No,Yes
CL1551,CS12,STY016,YouTube,35-44,2023-08-05,No,No
CL1552,CS02,STY018,Word of Mouth,18-24,2020-01-22,Yes,Yes
CL1553,CS12,STY025,Friend Referral,25-34,2020-06-29,No,No
CL1554,CS01,STY006,Return Client,55-64,2021-06-15,Yes,Yes
CL1555,CS05,STY049,Word of Mouth,35-44,2023-06-08,No,No
CL1556,CS03,STY017,Corporate,45-54,2020-09-02,No,Yes
CL1557,CS10,STY058,Gift Voucher,65+,2022-04-26,Yes,No
CL1558,CS09,STY036,Word of Mouth,35-44,2022-09-30,No,No
CL1559,CS08,STY011,Word of Mouth,25-34,2021-08-29,No,No
CL1560,CS04,STY010,TikTok,45-54,2021-02-25,Yes,Yes
CL1561,CS01,STY050,Word of Mouth,45-54,2022-08-16,Yes,Yes
CL1562,CS02,STY068,Instagram,55-64,2024-04-08,No,Yes
CL1563,CS12,STY014,Facebook,25-34,2022-10-30,Yes,Yes
CL1564,CS06,STY066,Instagram,35-44,2023-06-24,Yes,Yes
CL1565,CS04,STY040,Word of Mouth,35-44,2023-11-06,Yes,Yes
CL1566,CS08,STY003,Gift Voucher,45-54,2021-05-07,No,Yes
CL1567,CS05,STY046,Word of Mouth,45-54,2022-07-16,No,Yes
CL1568,CS09,STY051,Word of Mouth,35-44,2020-11-04,No,No
CL1569,CS06,STY007,Word of Mouth,25-34,2020-07-19,No,No
CL1570,CS07,STY036,Word of Mouth,25-34,2020-12-27,No,No
CL1571,CS07,STY015,Word of Mouth,18-24,2021-05-24,Yes,Yes
CL1572,CS01,STY009,Gift Voucher,35-44,2021-05-03,Yes,Yes
CL1573,CS04,STY051,Gift Voucher,45-54,2022-04-08,No,Yes
CL1574,CS04,STY064,Friend Referral,55-64,2021-07-03,Yes,Yes
CL1575,CS04,STY037,Instagram,25-34,2023-05-06,Yes,Yes
CL1576,CS03,STY040,Google Search,45-54,2022-09-03,Yes,Yes
CL1577,CS06,STY059,Friend Referral,25-34,2021-11-11,Yes,Yes
CL1578,CS11,STY034,Facebook,35-44,2020-12-29,Yes,Yes
CL1579,CS11,STY061,Friend Referral,18-24,2021-12-22,Yes,Yes
CL1580,CS04,STY073,Facebook,18-24,2020-02-05,No,Yes
CL1581,CS09,STY013,Google Search,45-54,2024-05-06,Yes,Yes
CL1582,CS12,STY070,Instagram,35-44,2021-12-19,No,No
CL1583,CS08,STY046,Instagram,35-44,2024-08-22,No,No
CL1584,CS06,STY062,Gift Voucher,45-54,2024-10-21,Yes,Yes
CL1585,CS11,STY053,Google Search,45-54,2020-10-29,Yes,No
CL1586,CS03,STY056,Instagram,18-24,2023-03-28,No,Yes
CL1587,CS12,STY014,Word of Mouth,55-64,2022-02-12,No,No
CL1588,CS11,STY068,Google Search,55-64,2024-11-29,Yes,Yes
CL1589,CS11,STY054,Instagram,35-44,2023-04-21,No,Yes
CL1590,CS04,STY016,Word of Mouth,35-44,2021-12-04,No,Yes
CL1591,CS10,STY015,Return Client,45-54,2021-08-13,Yes,Yes
CL1592,CS11,STY038,Word of Mouth,45-54,2022-12-07,Yes,Yes
CL1593,CS08,STY059,Instagram,45-54,2020-02-01,Yes,Yes
CL1594,CS05,STY040,Friend Referral,25-34,2022-09-27,Yes,Yes
CL1595,CS06,STY018,TikTok,18-24,2021-05-29,No,Yes
CL1596,CS09,STY012,TikTok,45-54,2020-11-13,No,Yes
CL1597,CS12,STY038,Word of Mouth,45-54,2020-06-14,Yes,Yes
CL1598,CS08,STY050,Return Client,25-34,2023-10-21,No,Yes
CL1599,CS02,STY040,Gift Voucher,55-64,2023-05-07,Yes,No
CL1600,CS07,STY018,TikTok,35-44,2023-03-30,Yes,Yes
CL1601,CS03,STY011,Facebook,25-34,2021-09-16,No,No
CL1602,CS11,STY056,Facebook,25-34,2024-05-21,Yes,Yes
CL1603,CS09,STY046,Facebook,35-44,2023-11-04,No,Yes
CL1604,CS07,STY004,Facebook,65+,2022-08-02,Yes,Yes
CL1605,CS02,STY032,Friend Referral,45-54,2021-09-11,No,Yes
CL1606,CS10,STY007,Google Search,35-44,2021-08-23,No,Yes
CL1607,CS07,STY067,TikTok,35-44,2024-04-11,No,Yes
CL1608,CS02,STY014,Word of Mouth,55-64,2023-08-23,No,No
CL1609,CS02,STY043,Friend Referral,35-44,2023-11-15,Yes,Yes
CL1610,CS12,STY007,Google Search,35-44,2024-01-08,Yes,No
CL1611,CS03,STY029,Google Search,65+,2020-10-06,Yes,Yes
CL1612,CS11,STY063,Instagram,65+,2020-01-14,Yes,Yes
CL1613,CS02,STY067,Word of Mouth,45-54,2020-09-04,Yes,Yes
CL1614,CS04,STY057,Word of Mouth,18-24,2022-11-01,No,Yes
CL1615,CS02,STY031,Instagram,35-44,2021-01-11,No,No
CL1616,CS11,STY056,Facebook,45-54,2020-09-09,Yes,No
CL1617,CS01,STY031,Word of Mouth,55-64,2023-09-08,Yes,No
CL1618,CS12,STY038,Friend Referral,25-34,2022-09-10,No,No
CL1619,CS02,STY036,Return Client,35-44,2023-09-29,No,Yes
CL1620,CS12,STY055,Friend Referral,35-44,2024-07-24,Yes,Yes
CL1621,CS05,STY039,Facebook,35-44,2020-01-23,Yes,No
CL1622,CS11,STY046,Gift Voucher,45-54,2020-03-28,Yes,Yes
CL1623,CS12,STY046,Facebook,18-24,2020-11-20,Yes,Yes
CL1624,CS12,STY020,Google Search,35-44,2020-12-23,No,No
CL1625,CS12,STY018,Google Search,35-44,2024-10-24,No,No
CL1626,CS05,STY062,Corporate,18-24,2024-09-14,No,Yes
CL1627,CS10,STY068,TikTok,35-44,2022-11-04,No,Yes
CL1628,CS12,STY052,Instagram,65+,2021-12-13,Yes,Yes
CL1629,CS01,STY014,Gift Voucher,25-34,2020-07-16,No,No
CL1630,CS08,STY031,Instagram,25-34,2024-04-29,Yes,Yes
CL1631,CS12,STY009,Gift Voucher,45-54,2022-05-10,Yes,No
CL1632,CS05,STY057,Word of Mouth,55-64,2020-05-29,No,No
CL1633,CS11,STY014,Gift Voucher,55-64,2021-10-19,No,Yes
CL1634,CS03,STY026,YouTube,35-44,2021-02-13,No,Yes
CL1635,CS08,STY021,TikTok,25-34,2024-02-28,No,No
CL1636,CS04,STY013,Word of Mouth,18-24,2023-10-01,Yes,Yes
CL1637,CS03,STY073,Gift Voucher,35-44,2022-04-15,Yes,Yes
CL1638,CS03,STY068,Friend Referral,65+,2024-01-31,No,Yes
CL1639,CS04,STY046,Google Search,35-44,2021-12-22,Yes,Yes
CL1640,CS08,STY073,Facebook,35-44,2020-05-25,Yes,Yes
CL1641,CS09,STY007,Instagram,25-34,2021-04-17,No,Yes
CL1642,CS04,STY033,Friend Referral,25-34,2024-08-23,No,No
CL1643,CS06,STY010,Word of Mouth,55-64,2021-08-12,Yes,No
CL1644,CS10,STY070,Google Search,35-44,2020-04-26,Yes,No
CL1645,CS08,STY004,Return Client,65+,2023-08-30,Yes,Yes
CL1646,CS07,STY008,Instagram,35-44,2024-04-15,Yes,Yes
CL1647,CS09,STY008,Friend Referral,35-44,2024-03-31,Yes,Yes
CL1648,CS02,STY005,Friend Referral,35-44,2023-06-03,No,Yes
CL1649,CS07,STY071,Google Search,45-54,2020-06-14,No,Yes
CL1650,CS05,STY065,Friend Referral,25-34,2022-10-14,Yes,No
CL1651,CS06,STY030,Facebook,35-44,2024-10-06,Yes,Yes
CL1652,CS01,STY049,Friend Referral,55-64,2022-12-30,Yes,No
CL1653,CS08,STY017,Word of Mouth,45-54,2023-11-25,No,No
CL1654,CS07,STY048,Google Search,25-34,2020-08-29,No,Yes
CL1655,CS06,STY012,Facebook,18-24,2021-04-20,Yes,Yes
CL1656,CS07,STY069,Friend Referral,55-64,2024-06-12,Yes,Yes
CL1657,CS12,STY017,Word of Mouth,18-24,2020-04-26,No,Yes
CL1658,CS05,STY032,Word of Mouth,35-44,2023-09-03,No,Yes
CL1659,CS10,STY010,Instagram,45-54,2023-09-06,Yes,Yes
CL1660,CS09,STY046,Word of Mouth,45-54,2024-07-23,Yes,Yes
CL1661,CS12,STY038,Instagram,35-44,2023-02-03,Yes,No
CL1662,CS05,STY007,Instagram,35-44,2020-08-01,No,Yes
CL1663,CS12,STY027,Return Client,35-44,2020-06-09,Yes,No
CL1664,CS04,STY048,Instagram,35-44,2020-09-08,Yes,Yes
CL1665,CS04,STY015,Friend Referral,45-54,2022-07-18,Yes,Yes
CL1666,CS01,STY011,Instagram,45-54,2021-09-07,Yes,Yes
CL1667,CS10,STY050,Instagram,18-24,2022-02-22,No,Yes
CL1668,CS04,STY069,Word of Mouth,25-34,2022-06-01,Yes,No
CL1669,CS05,STY044,Word of Mouth,45-54,2020-02-23,No,No
CL1670,CS04,STY056,Friend Referral,35-44,2024-08-25,No,No
CL1671,CS12,STY050,Friend Referral,55-64,2023-02-07,No,No
CL1672,CS08,STY067,Facebook,45-54,2024-04-23,No,Yes
CL1673,CS07,STY017,Facebook,65+,2021-05-02,Yes,Yes
CL1674,CS11,STY070,Return Client,25-34,2021-05-26,No,Yes
CL1675,CS10,STY035,Instagram,45-54,2022-01-10,No,No
CL1676,CS10,STY042,Word of Mouth,35-44,2023-09-15,No,Yes
CL1677,CS08,STY005,Facebook,35-44,2022-08-13,No,Yes
CL1678,CS11,STY011,Gift Voucher,25-34,2020-04-29,No,No
CL1679,CS09,STY034,Instagram,18-24,2021-01-03,No,Yes
CL1680,CS08,STY007,Word of Mouth,45-54,2020-10-27,Yes,Yes
CL1681,CS11,STY057,Word of Mouth,45-54,2024-10-28,No,Yes
CL1682,CS09,STY034,Friend Referral,18-24,2024-01-03,No,Yes
CL1683,CS11,STY006,Gift Voucher,55-64,2023-01-11,Yes,Yes
CL1684,CS02,STY010,Word of Mouth,35-44,2022-11-12,Yes,Yes
CL1685,CS06,STY054,Google Search,55-64,2023-10-26,Yes,No
CL1686,CS07,STY047,Gift Voucher,25-34,2021-10-30,No,Yes
CL1687,CS11,STY004,Instagram,65+,2021-08-25,Yes,Yes
CL1688,CS01,STY004,Instagram,25-34,2023-04-25,Yes,No
CL1689,CS04,STY066,Friend Referral,35-44,2024-05-18,No,Yes
CL1690,CS07,STY020,Gift Voucher,18-24,2024-01-27,No,No
CL1691,CS02,STY073,Return Client,65+,2021-04-04,No,No
CL1692,CS12,STY007,Word of Mouth,55-64,2024-06-22,No,No
CL1693,CS09,STY074,Google Search,35-44,2021-02-03,No,Yes
CL1694,CS06,STY030,Word of Mouth,45-54,2022-01-11,No,Yes
CL1695,CS12,STY053,Return Client,45-54,2022-06-30,No,Yes
CL1696,CS06,STY062,Google Search,18-24,2022-01-11,Yes,Yes
CL1697,CS07,STY069,Word of Mouth,55-64,2020-09-13,Yes,Yes
CL1698,CS11,STY037,Google Search,25-34,2021-06-17,No,Yes
CL1699,CS02,STY074,Word of Mouth,35-44,2020-10-30,No,No
CL1700,CS04,STY022,Gift Voucher,55-64,2020-02-01,Yes,Yes
CL1701,CS05,STY013,Friend Referral,45-54,2022-08-20,Yes,Yes
CL1702,CS07,STY017,Word of Mouth,25-34,2020-05-29,No,Yes
CL1703,CS06,STY038,Word of Mouth,45-54,2021-05-09,Yes,Yes
CL1704,CS06,STY006,Google Search,45-54,2024-01-19,Yes,No
CL1705,CS06,STY058,Return Client,55-64,2023-07-15,No,Yes
CL1706,CS08,STY066,Friend Referral,45-54,2024-01-22,Yes,Yes
CL1707,CS01,STY059,Google Search,35-44,2023-08-22,No,Yes
CL1708,CS08,STY013,Word of Mouth,45-54,2021-07-26,Yes,Yes
CL1709,CS08,STY066,Instagram,35-44,2022-12-11,No,Yes
CL1710,CS06,STY006,Instagram,45-54,2020-10-20,Yes,Yes
CL1711,CS09,STY013,Instagram,55-64,2021-10-05,No,Yes
CL1712,CS03,STY029,Word of Mouth,25-34,2022-06-17,Yes,Yes
CL1713,CS05,STY036,YouTube,45-54,2021-04-19,Yes,Yes
CL1714,CS04,STY004,Google Search,35-44,2020-12-11,Yes,No
CL1715,CS09,STY004,Friend Referral,18-24,2024-08-31,No,Yes
CL1716,CS05,STY057,Return Client,35-44,2024-02-08,Yes,Yes
CL1717,CS05,STY016,Corporate,45-54,2024-09-26,No,Yes
CL1718,CS08,STY015,Instagram,55-64,2021-07-24,No,Yes
CL1719,CS12,STY021,Friend Referral,45-54,2021-10-31,No,Yes
CL1720,CS08,STY010,TikTok,35-44,2024-05-10,No,Yes
CL1721,CS07,STY041,Word of Mouth,45-54,2022-12-03,Yes,No
CL1722,CS11,STY002,Gift Voucher,45-54,2023-07-23,Yes,Yes
CL1723,CS10,STY026,Instagram,65+,2023-10-11,No,Yes
CL1724,CS03,STY037,Facebook,25-34,2022-10-14,Yes,Yes
CL1725,CS11,STY028,Gift Voucher,65+,2024-10-21,Yes,Yes
CL1726,CS02,STY023,Facebook,45-54,2023-12-25,Yes,Yes
CL1727,CS12,STY031,Instagram,35-44,2023-04-10,No,Yes
CL1728,CS09,STY030,TikTok,25-34,2021-09-06,No,No
CL1729,CS08,STY046,Facebook,45-54,2023-05-09,No,Yes
CL1730,CS02,STY037,Word of Mouth,65+,2024-03-26,No,Yes
CL1731,CS06,STY060,Word of Mouth,35-44,2020-12-26,No,No
CL1732,CS02,STY062,Instagram,35-44,2020-09-19,No,No
CL1733,CS07,STY065,Friend Referral,18-24,2021-07-02,Yes,Yes
CL1734,CS01,STY041,Google Search,35-44,2023-10-14,No,Yes
CL1735,CS08,STY035,Facebook,25-34,2020-04-21,No,No
CL1736,CS04,STY058,Instagram,55-64,2021-09-23,No,Yes
CL1737,CS10,STY015,Gift Voucher,35-44,2024-05-15,No,Yes
CL1738,CS10,STY049,Google Search,65+,2020-02-13,Yes,No
CL1739,CS06,STY009,Corporate,45-54,2023-02-06,Yes,No
CL1740,CS04,STY069,Instagram,25-34,2020-11-17,No,No
CL1741,CS04,STY043,Instagram,25-34,2022-02-04,No,Yes
CL1742,CS09,STY003,Friend Referral,65+,2020-03-14,Yes,No
CL1743,CS07,STY039,Friend Referral,18-24,2021-08-02,Yes,Yes
CL1744,CS11,STY016,Friend Referral,25-34,2021-07-11,No,No
CL1745,CS07,STY011,Word of Mouth,45-54,2021-07-06,Yes,Yes
CL1746,CS09,STY003,Friend Referral,45-54,2022-04-30,Yes,No
CL1747,CS09,STY051,TikTok,25-34,2024-02-16,Yes,No
CL1748,CS05,STY003,Friend Referral,35-44,2024-03-02,No,Yes
CL1749,CS08,STY074,Word of Mouth,25-34,2023-09-05,No,Yes
CL1750,CS05,STY072,Facebook,25-34,2022-04-12,No,Yes
CL1751,CS05,STY049,Corporate,35-44,2021-05-15,Yes,Yes
CL1752,CS12,STY014,Instagram,35-44,2023-01-24,No,Yes
CL1753,CS10,STY058,Return Client,35-44,2021-04-20,No,Yes
CL1754,CS10,STY011,Word of Mouth,35-44,2020-10-21,Yes,No
CL1755,CS03,STY032,Word of Mouth,65+,2023-04-30,Yes,Yes
CL1756,CS07,STY073,TikTok,35-44,2024-01-20,Yes,Yes
CL1757,CS08,STY020,Instagram,35-44,2021-11-22,Yes,Yes
CL1758,CS12,STY035,Google Search,35-44,2020-01-12,Yes,No
CL1759,CS08,STY031,Google Search,35-44,2023-08-28,No,Yes
CL1760,CS12,STY011,Facebook,35-44,2024-02-23,Yes,Yes
CL1761,CS12,STY021,Word of Mouth,25-34,2020-01-28,Yes,Yes
CL1762,CS04,STY055,Facebook,65+,2020-03-20,No,Yes
CL1763,CS11,STY071,Friend Referral,35-44,2024-03-13,No,Yes
CL1764,CS01,STY035,Instagram,35-44,2021-08-25,No,No
CL1765,CS06,STY067,Google Search,25-34,2021-08-17,Yes,No
CL1766,CS12,STY060,Instagram,45-54,2022-08-24,Yes,Yes
CL1767,CS12,STY022,Friend Referral,55-64,2020-10-04,No,Yes
CL1768,CS06,STY001,Facebook,25-34,2020-05-17,No,No
CL1769,CS04,STY043,Word of Mouth,25-34,2022-07-28,Yes,Yes
CL1770,CS10,STY072,Facebook,25-34,2021-12-18,Yes,Yes
CL1771,CS11,STY055,Word of Mouth,25-34,2021-08-05,No,Yes
CL1772,CS10,STY070,Friend Referral,65+,2023-02-23,Yes,Yes
CL1773,CS10,STY023,Word of Mouth,45-54,2021-07-27,No,No
CL1774,CS02,STY050,Word of Mouth,35-44,2023-08-13,No,No
CL1775,CS10,STY061,TikTok,65+,2024-02-18,Yes,Yes
CL1776,CS01,STY019,Friend Referral,65+,2020-07-06,Yes,Yes
CL1777,CS08,STY018,Gift Voucher,35-44,2020-04-16,No,Yes
CL1778,CS11,STY016,Facebook,35-44,2024-04-05,Yes,No
CL1779,CS07,STY046,Instagram,35-44,2022-08-29,No,No
CL1780,CS06,STY028,Google Search,55-64,2024-09-20,Yes,No
CL1781,CS05,STY057,Friend Referral,55-64,2023-02-21,No,No
CL1782,CS05,STY045,Friend Referral,35-44,2022-06-10,Yes,Yes
CL1783,CS06,STY055,Gift Voucher,45-54,2021-12-09,Yes,No
CL1784,CS09,STY049,Gift Voucher,55-64,2021-01-26,No,Yes
CL1785,CS12,STY068,YouTube,25-34,2022-01-09,Yes,Yes
CL1786,CS10,STY033,Instagram,25-34,2022-01-25,Yes,No
CL1787,CS05,STY051,Word of Mouth,25-34,2022-09-07,Yes,No
CL1788,CS12,STY004,Instagram,45-54,2023-03-17,No,No
CL1789,CS11,STY070,Facebook,25-34,2024-03-15,Yes,Yes
CL1790,CS06,STY023,Word of Mouth,55-64,2020-11-09,Yes,Yes
CL1791,CS07,STY008,Gift Voucher,25-34,2022-06-27,No,Yes
CL1792,CS09,STY003,Instagram,55-64,2023-09-03,No,No
CL1793,CS06,STY047,Gift Voucher,25-34,2023-04-16,Yes,No
CL1794,CS07,STY009,Facebook,45-54,2020-05-05,Yes,No
CL1795,CS03,STY006,Friend Referral,25-34,2022-06-27,No,No
CL1796,CS04,STY001,Friend Referral,35-44,2023-07-25,No,Yes
CL1797,CS09,STY012,Instagram,35-44,2023-03-09,No,Yes
CL1798,CS02,STY024,Corporate,25-34,2020-06-25,No,No
CL1799,CS11,STY002,Return Client,45-54,2024-06-03,Yes,No
CL1800,CS06,STY040,Facebook,55-64,2021-05-20,Yes,No
CL1801,CS12,STY037,Word of Mouth,18-24,2023-12-16,Yes,Yes
CL1802,CS03,STY025,Google Search,35-44,2024-09-06,No,Yes
CL1803,CS03,STY034,Return Client,25-34,2022-06-19,Yes,Yes
CL1804,CS06,STY067,Google Search,35-44,2023-08-07,No,No
CL1805,CS11,STY050,Gift Voucher,18-24,2024-09-05,Yes,No
CL1806,CS10,STY037,Word of Mouth,45-54,2021-12-11,Yes,Yes
CL1807,CS12,STY035,Return Client,35-44,2024-03-01,Yes,No
CL1808,CS04,STY015,Instagram,35-44,2020-03-05,Yes,Yes
CL1809,CS03,STY049,Facebook,35-44,2023-02-28,Yes,Yes
CL1810,CS12,STY021,Word of Mouth,35-44,2020-01-17,No,Yes
CL1811,CS06,STY046,Instagram,55-64,2021-01-18,No,Yes
CL1812,CS08,STY059,Google Search,45-54,2022-06-18,No,No
CL1813,CS07,STY048,Facebook,25-34,2024-01-21,No,Yes
CL1814,CS11,STY030,Facebook,18-24,2024-12-01,Yes,Yes
CL1815,CS07,STY004,Friend Referral,65+,2022-03-31,Yes,No
CL1816,CS03,STY068,Corporate,55-64,2023-11-29,Yes,No
CL1817,CS03,STY012,Word of Mouth,35-44,2020-04-20,No,Yes
CL1818,CS06,STY019,Facebook,25-34,2020-01-02,Yes,Yes
CL1819,CS05,STY027,Instagram,25-34,2024-10-22,No,Yes
CL1820,CS12,STY048,Word of Mouth,45-54,2024-09-27,Yes,Yes
CL1821,CS03,STY051,Instagram,35-44,2023-11-07,Yes,Yes
CL1822,CS11,STY013,Instagram,35-44,2021-05-12,No,Yes
CL1823,CS06,STY042,Friend Referral,25-34,2024-05-02,No,No
CL1824,CS12,STY010,Gift Voucher,45-54,2022-12-29,No,Yes
CL1825,CS11,STY023,Friend Referral,45-54,2021-03-30,Yes,Yes
CL1826,CS06,STY051,Instagram,55-64,2023-06-04,Yes,No
CL1827,CS04,STY039,Word of Mouth,25-34,2021-03-08,No,Yes
CL1828,CS06,STY037,Instagram,25-34,2020-11-04,No,Yes
CL1829,CS11,STY023,Friend Referral,18-24,2022-05-13,Yes,Yes
CL1830,CS11,STY011,Google Search,25-34,2024-07-09,No,No
CL1831,CS12,STY002,Word of Mouth,55-64,2024-07-03,Yes,Yes
CL1832,CS03,STY002,Google Search,35-44,2022-07-20,No,No
CL1833,CS11,STY055,Facebook,45-54,2021-09-12,No,No
CL1834,CS11,STY065,Word of Mouth,55-64,2022-07-11,No,Yes
CL1835,CS12,STY015,Instagram,35-44,2022-01-17,Yes,Yes
CL1836,CS09,STY020,Friend Referral,55-64,2020-06-12,Yes,Yes
CL1837,CS12,STY059,Google Search,25-34,2024-07-22,No,Yes
CL1838,CS08,STY059,Instagram,25-34,2022-09-29,No,Yes
CL1839,CS10,STY038,Friend Referral,25-34,2021-11-22,Yes,No
CL1840,CS05,STY058,Word of Mouth,35-44,2020-02-05,No,Yes
CL1841,CS11,STY005,Word of Mouth,25-34,2024-02-07,No,Yes
CL1842,CS03,STY019,Word of Mouth,25-34,2024-01-28,No,Yes
CL1843,CS05,STY032,Instagram,35-44,2023-06-18,No,Yes
CL1844,CS02,STY013,Instagram,18-24,2023-06-01,No,No
CL1845,CS12,STY039,Word of Mouth,55-64,2024-03-14,No,Yes
CL1846,CS01,STY011,Word of Mouth,45-54,2024-01-17,No,Yes
CL1847,CS04,STY066,Google Search,65+,2023-06-14,Yes,No
CL1848,CS01,STY056,Instagram,35-44,2024-04-06,No,No
CL1849,CS12,STY006,Friend Referral,25-34,2023-10-07,No,Yes
CL1850,CS11,STY003,Instagram,18-24,2021-02-28,No,No
CL1851,CS03,STY041,Instagram,35-44,2024-06-06,Yes,Yes
CL1852,CS04,STY037,Word of Mouth,35-44,2020-05-10,No,No
CL1853,CS07,STY061,TikTok,35-44,2022-03-07,Yes,Yes
CL1854,CS06,STY060,Instagram,55-64,2020-11-06,No,Yes
CL1855,CS09,STY052,Friend Referral,45-54,2021-06-07,Yes,No
CL1856,CS10,STY045,Return Client,45-54,2023-02-23,Yes,Yes
CL1857,CS12,STY041,YouTube,35-44,2021-08-20,No,No
CL1858,CS08,STY046,Word of Mouth,45-54,2020-12-07,No,Yes
CL1859,CS01,STY063,Friend Referral,25-34,2024-03-03,Yes,Yes
CL1860,CS09,STY016,Word of Mouth,45-54,2024-10-06,Yes,Yes
CL1861,CS04,STY023,Word of Mouth,25-34,2021-08-15,Yes,No
CL1862,CS07,STY054,Google Search,35-44,2021-03-21,No,Yes
CL1863,CS06,STY041,TikTok,45-54,2023-11-07,No,Yes
CL1864,CS07,STY058,Facebook,35-44,2024-08-18,Yes,Yes
CL1865,CS07,STY060,Instagram,35-44,2021-11-15,Yes,No
CL1866,CS02,STY053,Instagram,45-54,2022-05-06,Yes,No
CL1867,CS01,STY065,TikTok,25-34,2023-06-23,Yes,No
CL1868,CS10,STY032,Friend Referral,65+,2021-10-27,Yes,No
CL1869,CS11,STY003,Facebook,25-34,2022-01-28,No,No
CL1870,CS09,STY059,Gift Voucher,55-64,2020-11-26,No,No
CL1871,CS04,STY042,Word of Mouth,65+,2021-02-13,Yes,Yes
CL1872,CS02,STY059,Gift Voucher,25-34,2022-08-02,Yes,No
CL1873,CS10,STY060,Facebook,25-34,2020-12-28,Yes,No
CL1874,CS06,STY060,Gift Voucher,55-64,2021-05-16,Yes,Yes
CL1875,CS12,STY067,Word of Mouth,45-54,2024-11-10,No,Yes
CL1876,CS02,STY069,Friend Referral,65+,2024-01-06,Yes,No
CL1877,CS10,STY057,TikTok,35-44,2020-02-18,No,No
CL1878,CS01,STY006,Instagram,35-44,2024-08-11,No,Yes
CL1879,CS12,STY055,Corporate,45-54,2022-06-20,Yes,Yes
CL1880,CS03,STY015,Gift Voucher,45-54,2023-04-02,Yes,Yes
CL1881,CS07,STY062,TikTok,25-34,2021-05-12,Yes,Yes
CL1882,CS02,STY063,Instagram,45-54,2022-07-27,Yes,Yes
CL1883,CS06,STY058,Instagram,35-44,2024-05-31,No,No
CL1884,CS05,STY067,Google Search,45-54,2020-10-30,No,Yes
CL1885,CS04,STY038,Gift Voucher,35-44,2024-01-01,No,No
CL1886,CS03,STY057,Google Search,35-44,2023-12-31,No,Yes
CL1887,CS12,STY038,Friend Referral,25-34,2023-05-29,No,Yes
CL1888,CS11,STY039,Word of Mouth,55-64,2023-04-09,Yes,No
CL1889,CS01,STY067,Instagram,45-54,2024-03-06,No,Yes
CL1890,CS10,STY020,Corporate,65+,2023-08-11,No,No
CL1891,CS06,STY022,Instagram,55-64,2023-08-20,No,Yes
CL1892,CS08,STY044,Gift Voucher,18-24,2020-05-12,Yes,Yes
CL1893,CS04,STY016,Word of Mouth,25-34,2024-05-12,Yes,Yes
CL1894,CS08,STY068,Facebook,55-64,2020-01-25,Yes,No
CL1895,CS04,STY013,Instagram,18-24,2023-07-06,No,No
CL1896,CS02,STY069,Instagram,65+,2024-09-29,Yes,Yes
CL1897,CS08,STY024,Google Search,25-34,2021-06-08,Yes,Yes
CL1898,CS12,STY035,Friend Referral,25-34,2023-06-01,No,Yes
CL1899,CS12,STY017,Word of Mouth,55-64,2020-05-10,No,Yes
CL1900,CS04,STY062,Word of Mouth,45-54,2023-04-05,No,Yes
CL1901,CS09,STY010,Gift Voucher,18-24,2024-06-05,Yes,Yes
CL1902,CS02,STY070,Facebook,35-44,2020-07-23,Yes,No
CL1903,CS08,STY015,Instagram,18-24,2022-05-30,No,No
CL1904,CS04,STY059,Google Search,45-54,2024-03-27,Yes,Yes
